Algorithm,Input,Time,Date
fibonacci,0,0.016191000000020495,20250711T0551
fibonacci,1,0.0010959999999897718,20250711T0551
fibonacci,2,0.000706000000008089,20250711T0551
fibonacci,3,0.0006579999999871688,20250711T0551
fibonacci,4,0.0017569999999977881,20250711T0551
fibonacci,5,0.0007109999999954653,20250711T0551
fibonacci,6,0.0006840000000067903,20250711T0551
fibonacci,7,0.0007170000000087384,20250711T0551
fibonacci,8,0.000775000000004411,20250711T0551
fibonacci,9,0.0008279999999842858,20250711T0551
fibonacci,10,0.0009349999999983538,20250711T0551
fibonacci,11,0.001025000000026921,20250711T0551
fibonacci,12,0.0012370000000032633,20250711T0551
fibonacci,13,0.0015009999999904267,20250711T0551
fibonacci,14,0.0019069999999885567,20250711T0551
fibonacci,15,0.0023769999999956326,20250711T0551
fibonacci,16,0.003330000000005384,20250711T0551
fibonacci,17,0.00430600000001391,20250711T0551
fibonacci,18,0.00685699999999656,20250711T0551
fibonacci,19,0.009735000000006266,20250711T0551
fibonacci,20,0.015241000000003169,20250711T0551
fibonacci,21,0.021624000000002752,20250711T0551
fibonacci,22,0.035291999999998325,20250711T0551
fibonacci,23,0.05259000000000924,20250711T0551
fibonacci,24,0.08560299999999188,20250711T0551
fibonacci,25,0.1346420000000137,20250711T0551
fibonacci,26,0.22261700000001383,20250711T0551
fibonacci,27,0.34811100000001716,20250711T0551
fibonacci,28,0.5487589999999898,20250711T0551
fibonacci,29,0.9191390000000013,20250711T0551
fibonacci,30,1.391569000000004,20250711T0551
fibonacci,31,2.4562070000000062,20250711T0551
fibonacci,32,3.663166999999987,20250711T0551
fibonacci,33,6.524557999999985,20250711T0551
fibonacci,34,9.674507000000006,20250711T0551
fibonacci,35,17.281057000000004,20250711T0551
fibonacci,36,26.139140999999995,20250711T0551
fibonacci,37,47.63140200000001,20250711T0551
fibonacci,38,72.86928699999999,20250711T0551
fibonacci,39,129.93273500000004,20250711T0551
fibonacci,40,197.22342300000003,20250711T0551
fibonacci,41,337.322448,20250711T0551
fibonacci,42,523.3991260000001,20250711T0551
fibonacci,43,874.2573889999999,20250711T0551
fibonacci,44,1400.2625909999997,20250711T0551
fibonacci,45,2257.938971,20250711T0551
fibonacci,46,3660.579122,20250711T0551
fibonacci,47,5840.44361,20250711T0551
fibonacci,48,9675.081785,20250711T0551
fibonacci,49,15149.664795,20250711T0551
fibonacci,0,0.01372500000000798,20250711T0551
fibonacci,1,0.0009900000000016007,20250711T0551
fibonacci,2,0.0006720000000086657,20250711T0551
fibonacci,3,0.0005910000000000082,20250711T0551
fibonacci,4,0.001718999999994253,20250711T0551
fibonacci,5,0.0006450000000057798,20250711T0551
fibonacci,6,0.0006580000000013797,20250711T0551
fibonacci,7,0.0006680000000045538,20250711T0551
fibonacci,8,0.0007159999999970523,20250711T0551
fibonacci,9,0.0007530000000031123,20250711T0551
fibonacci,10,0.0008559999999988577,20250711T0551
fibonacci,11,0.0010119999999886886,20250711T0551
fibonacci,12,0.0011790000000075906,20250711T0551
fibonacci,13,0.0014840000000049258,20250711T0551
fibonacci,14,0.0018409999999988713,20250711T0551
fibonacci,15,0.002304999999992674,20250711T0551
fibonacci,16,0.0032450000000068258,20250711T0551
fibonacci,17,0.004223000000010302,20250711T0551
fibonacci,18,0.006786000000005288,20250711T0551
fibonacci,19,0.010197000000005119,20250711T0551
fibonacci,20,0.015224999999986721,20250711T0551
fibonacci,21,0.02199600000000146,20250711T0551
fibonacci,22,0.03558600000000922,20250711T0551
fibonacci,23,0.053311999999991144,20250711T0551
fibonacci,24,0.0856990000000053,20250711T0551
fibonacci,25,0.13509100000000274,20250711T0551
fibonacci,26,0.21202800000000366,20250711T0551
fibonacci,27,0.35646100000001013,20250711T0551
fibonacci,28,0.5362389999999948,20250711T0551
fibonacci,29,0.9239510000000024,20250711T0551
fibonacci,30,1.3876249999999999,20250711T0551
fibonacci,31,2.462241000000006,20250711T0551
fibonacci,32,3.7225810000000052,20250711T0551
fibonacci,33,6.505666000000005,20250711T0551
fibonacci,34,9.976932999999988,20250711T0551
fibonacci,35,18.302583999999996,20250711T0551
fibonacci,36,27.272199,20250711T0551
fibonacci,37,49.157208,20250711T0551
fibonacci,38,74.54287,20250711T0551
fibonacci,39,129.59533900000002,20250711T0551
fibonacci,40,199.09569399999998,20250711T0551
fibonacci,41,338.1221710000001,20250711T0551
fibonacci,42,523.6982169999999,20250711T0551
fibonacci,43,874.823646,20250711T0551
fibonacci,44,1396.3657820000003,20250711T0551
fibonacci,45,2252.5938860000006,20250711T0551
fibonacci,46,3646.210215000001,20250711T0551
fibonacci,47,5821.38032,20250711T0551
fibonacci,48,9609.720547,20250711T0551
fibonacci,49,15070.802002999997,20250711T0551
fibonacci,0,0.0131020000000035,20250711T0552
fibonacci,1,0.0010199999999969123,20250711T0552
fibonacci,2,0.0007379999999983511,20250711T0552
fibonacci,3,0.0006569999999896936,20250711T0552
fibonacci,4,0.0017970000000104847,20250711T0552
fibonacci,5,0.0008239999999943848,20250711T0552
fibonacci,6,0.0008400000000108321,20250711T0552
fibonacci,7,0.0007510000000081618,20250711T0552
fibonacci,8,0.0008030000000047721,20250711T0552
fibonacci,9,0.0008470000000073696,20250711T0552
fibonacci,10,0.0009620000000012396,20250711T0552
fibonacci,11,0.00103800000000831,20250711T0552
fibonacci,12,0.0012830000000008113,20250711T0552
fibonacci,13,0.001471000000009326,20250711T0552
fibonacci,14,0.0018510000000020455,20250711T0552
fibonacci,15,0.002235999999996352,20250711T0552
fibonacci,16,0.0032810000000011996,20250711T0552
fibonacci,17,0.004328999999998473,20250711T0552
fibonacci,18,0.00700700000000154,20250711T0552
fibonacci,19,0.010044000000007713,20250711T0552
fibonacci,20,0.024047999999993408,20250711T0552
fibonacci,21,0.021620999999996116,20250711T0552
fibonacci,22,0.035482999999999265,20250711T0552
fibonacci,23,0.05246799999999041,20250711T0552
fibonacci,24,0.08585500000000934,20250711T0552
fibonacci,25,0.13353999999999644,20250711T0552
fibonacci,26,0.21216900000000294,20250711T0552
fibonacci,27,0.3476710000000054,20250711T0552
fibonacci,28,0.5514009999999985,20250711T0552
fibonacci,29,0.9206769999999977,20250711T0552
fibonacci,30,1.3902269999999959,20250711T0552
fibonacci,31,2.431257000000002,20250711T0552
fibonacci,32,3.643193000000011,20250711T0552
fibonacci,33,6.539975999999996,20250711T0552
fibonacci,34,9.680238000000003,20250711T0552
fibonacci,35,17.346277999999998,20250711T0552
fibonacci,36,25.902749,20250711T0552
fibonacci,37,45.657791,20250711T0552
fibonacci,38,68.751451,20250711T0552
fibonacci,39,119.896165,20250711T0552
fibonacci,40,180.54723099999995,20250711T0552
fibonacci,41,306.847358,20250711T0552
fibonacci,42,475.674672,20250711T0552
fibonacci,43,790.9939799999997,20250711T0552
fibonacci,44,1259.4937869999999,20250711T0552
fibonacci,45,2036.9138040000003,20250711T0552
fibonacci,46,3297.993266999999,20250711T0552
fibonacci,47,5296.920681,20250711T0552
fibonacci,48,9092.382565999998,20250711T0552
fibonacci,49,13595.232260999997,20250711T0552
fibonacci,0,0.015676000000013346,20250712T0721
fibonacci,1,0.0009880000000066502,20250712T0721
fibonacci,2,0.000704999999996403,20250712T0721
fibonacci,3,0.0006300000000010186,20250712T0721
fibonacci,4,0.00172399999999584,20250712T0721
fibonacci,5,0.0006860000000017408,20250712T0721
fibonacci,6,0.0006629999999887559,20250712T0721
fibonacci,7,0.0007030000000014525,20250712T0721
fibonacci,8,0.0007149999999995771,20250712T0721
fibonacci,9,0.0007919999999899119,20250712T0721
fibonacci,10,0.0008590000000054943,20250712T0721
fibonacci,11,0.0009700000000094633,20250712T0721
fibonacci,12,0.0011510000000072296,20250712T0721
fibonacci,13,0.0013950000000022555,20250712T0721
fibonacci,14,0.0017859999999956244,20250712T0721
fibonacci,15,0.013034000000004653,20250712T0721
fibonacci,16,0.0033180000000072596,20250712T0721
fibonacci,17,0.004265000000003738,20250712T0721
fibonacci,18,0.006802000000007524,20250712T0721
fibonacci,19,0.028531000000000972,20250712T0721
fibonacci,20,0.015035999999994942,20250712T0721
fibonacci,21,0.02164399999999489,20250712T0721
fibonacci,22,0.03538999999999248,20250712T0721
fibonacci,23,0.05293899999999496,20250712T0721
fibonacci,24,0.08682499999999038,20250712T0721
fibonacci,25,0.1348559999999992,20250712T0721
fibonacci,26,0.21594900000000905,20250712T0721
fibonacci,27,0.35889499999998975,20250712T0721
fibonacci,28,0.5366259999999983,20250712T0721
fibonacci,29,0.9184660000000093,20250712T0721
fibonacci,30,1.3881500000000102,20250712T0721
fibonacci,31,2.4533459999999963,20250712T0721
fibonacci,32,3.655260999999996,20250712T0721
fibonacci,33,6.53648299999999,20250712T0721
fibonacci,34,9.745502000000002,20250712T0721
fibonacci,35,17.330606000000003,20250712T0721
fibonacci,36,25.754849000000007,20250712T0721
fibonacci,37,45.58380300000002,20250712T0721
fibonacci,38,68.35000100000002,20250712T0721
fibonacci,39,118.78281799999996,20250712T0721
fibonacci,40,181.28762600000005,20250712T0721
fibonacci,41,307.25086999999996,20250712T0721
fibonacci,42,477.11514799999986,20250712T0721
fibonacci,43,793.613773,20250712T0721
fibonacci,44,1254.3149850000004,20250712T0721
fibonacci,45,2038.3343989999998,20250712T0721
fibonacci,46,3311.76036,20250712T0721
fibonacci,47,5253.184713999999,20250712T0721
fibonacci,48,8696.534133000001,20250712T0721
fibonacci,49,13609.926008000002,20250712T0721
fibonacci,0,0.013530999999986193,20250712T0722
fibonacci,1,0.0011140000000011696,20250712T0722
fibonacci,2,0.0007899999999949614,20250712T0722
fibonacci,3,0.0006270000000085929,20250712T0722
fibonacci,4,0.0015510000000062973,20250712T0722
fibonacci,5,0.0006979999999998654,20250712T0722
fibonacci,6,0.0006580000000013797,20250712T0722
fibonacci,7,0.0007169999999945276,20250712T0722
fibonacci,8,0.0007810000000034734,20250712T0722
fibonacci,9,0.0008799999999951069,20250712T0722
fibonacci,10,0.0009170000000011669,20250712T0722
fibonacci,11,0.0010310000000117725,20250712T0722
fibonacci,12,0.001208000000005427,20250712T0722
fibonacci,13,0.0015300000000024738,20250712T0722
fibonacci,14,0.001898999999994544,20250712T0722
fibonacci,15,0.0023769999999956326,20250712T0722
fibonacci,16,0.003276999999997088,20250712T0722
fibonacci,17,0.004480999999998403,20250712T0722
fibonacci,18,0.006816000000000599,20250712T0722
fibonacci,19,0.009920000000008145,20250712T0722
fibonacci,20,0.01532100000000014,20250712T0722
fibonacci,21,0.022193999999998937,20250712T0722
fibonacci,22,0.03556900000000951,20250712T0722
fibonacci,23,0.05263400000001184,20250712T0722
fibonacci,24,0.08581800000000328,20250712T0722
fibonacci,25,0.1352329999999995,20250712T0722
fibonacci,26,0.21220700000000647,20250712T0722
fibonacci,27,0.35445699999999647,20250712T0722
fibonacci,28,0.5444090000000017,20250712T0722
fibonacci,29,0.9652320000000003,20250712T0722
fibonacci,30,1.4427030000000087,20250712T0722
fibonacci,31,2.440091999999993,20250712T0722
fibonacci,32,3.6772030000000058,20250712T0722
fibonacci,33,6.539420000000007,20250712T0722
fibonacci,34,9.67051699999999,20250712T0722
fibonacci,35,17.263502000000003,20250712T0722
fibonacci,36,25.754628999999994,20250712T0722
fibonacci,37,45.545827,20250712T0722
fibonacci,38,68.35391999999999,20250712T0722
fibonacci,39,119.06030300000003,20250712T0722
fibonacci,40,180.30037200000004,20250712T0722
fibonacci,41,308.2026880000001,20250712T0722
fibonacci,42,475.08332900000005,20250712T0722
fibonacci,43,790.7067579999998,20250712T0722
fibonacci,44,1253.068694,20250712T0722
fibonacci,45,2033.3736290000002,20250712T0722
fibonacci,46,3300.089312000001,20250712T0722
fibonacci,47,5256.020102,20250712T0722
fibonacci,48,8702.509156,20250712T0722
fibonacci,49,13603.944043,20250712T0722
fibonacci,0,0.013645999999994274,20250712T0723
fibonacci,1,0.0010580000000004475,20250712T0723
fibonacci,2,0.0006810000000001537,20250712T0723
fibonacci,3,0.0006380000000092423,20250712T0723
fibonacci,4,0.0019900000000063756,20250712T0723
fibonacci,5,0.0006800000000026785,20250712T0723
fibonacci,6,0.0006750000000010914,20250712T0723
fibonacci,7,0.0007170000000087384,20250712T0723
fibonacci,8,0.0007740000000069358,20250712T0723
fibonacci,9,0.0008720000000010941,20250712T0723
fibonacci,10,0.0009200000000078035,20250712T0723
fibonacci,11,0.0010439999999931615,20250712T0723
fibonacci,12,0.0012699999999910005,20250712T0723
fibonacci,13,0.0014809999999982892,20250712T0723
fibonacci,14,0.0018600000000077443,20250712T0723
fibonacci,15,0.0023410000000012587,20250712T0723
fibonacci,16,0.0031919999999985293,20250712T0723
fibonacci,17,0.004270000000005325,20250712T0723
fibonacci,18,0.006821999999999662,20250712T0723
fibonacci,19,0.009851999999995087,20250712T0723
fibonacci,20,0.015187999999994872,20250712T0723
fibonacci,21,0.021608000000000516,20250712T0723
fibonacci,22,0.03552299999999775,20250712T0723
fibonacci,23,0.06044199999999478,20250712T0723
fibonacci,24,0.08636599999999817,20250712T0723
fibonacci,25,0.13427199999999573,20250712T0723
fibonacci,26,0.21215799999998808,20250712T0723
fibonacci,27,0.34769400000000417,20250712T0723
fibonacci,28,0.5425059999999888,20250712T0723
fibonacci,29,0.920691000000005,20250712T0723
fibonacci,30,1.4008369999999957,20250712T0723
fibonacci,31,2.490638000000004,20250712T0723
fibonacci,32,3.700481999999994,20250712T0723
fibonacci,33,6.519086999999999,20250712T0723
fibonacci,34,9.68889399999999,20250712T0723
fibonacci,35,17.396866999999986,20250712T0723
fibonacci,36,26.08554699999999,20250712T0723
fibonacci,37,45.57886099999999,20250712T0723
fibonacci,38,69.55791199999999,20250712T0723
fibonacci,39,118.96077000000002,20250712T0723
fibonacci,40,180.22020099999997,20250712T0723
fibonacci,41,307.34975099999997,20250712T0723
fibonacci,42,476.04315299999985,20250712T0723
fibonacci,43,791.024741,20250712T0723
fibonacci,44,1254.7401020000002,20250712T0723
fibonacci,45,2040.0453120000002,20250712T0723
fibonacci,46,3309.2550299999994,20250712T0723
fibonacci,47,5350.670107,20250712T0723
fibonacci,48,9664.806044,20250712T0723
fibonacci,49,15063.724414999997,20250712T0723
fibonacci,0,0.01519500000000562,20250712T0723
fibonacci,1,0.0009489999999914289,20250712T0723
fibonacci,2,0.000644999999991569,20250712T0723
fibonacci,3,0.0005840000000034706,20250712T0723
fibonacci,4,0.0016069999999928086,20250712T0723
fibonacci,5,0.0006580000000013797,20250712T0723
fibonacci,6,0.0006630000000029668,20250712T0723
fibonacci,7,0.0006779999999935171,20250712T0723
fibonacci,8,0.0007349999999917145,20250712T0723
fibonacci,9,0.0007799999999917873,20250712T0723
fibonacci,10,0.0008980000000065047,20250712T0723
fibonacci,11,0.0009969999999981383,20250712T0723
fibonacci,12,0.0012110000000120635,20250712T0723
fibonacci,13,0.0014050000000054297,20250712T0723
fibonacci,14,0.0018689999999992324,20250712T0723
fibonacci,15,0.0023759999999981574,20250712T0723
fibonacci,16,0.0032060000000058153,20250712T0723
fibonacci,17,0.0042899999999974625,20250712T0723
fibonacci,18,0.006687999999996919,20250712T0723
fibonacci,19,0.010059999999995739,20250712T0723
fibonacci,20,0.01518200000001002,20250712T0723
fibonacci,21,0.021889999999999077,20250712T0723
fibonacci,22,0.0354770000000002,20250712T0723
fibonacci,23,0.052790999999999144,20250712T0723
fibonacci,24,0.08590000000000941,20250712T0723
fibonacci,25,0.13441000000000258,20250712T0723
fibonacci,26,0.2118509999999958,20250712T0723
fibonacci,27,0.37682800000000327,20250712T0723
fibonacci,28,0.5741510000000005,20250712T0723
fibonacci,29,0.9235490000000084,20250712T0723
fibonacci,30,1.3894700000000029,20250712T0723
fibonacci,31,2.4433369999999996,20250712T0723
fibonacci,32,3.691732000000002,20250712T0723
fibonacci,33,6.513014999999996,20250712T0723
fibonacci,34,9.697581,20250712T0723
fibonacci,35,17.353105,20250712T0723
fibonacci,36,25.768833,20250712T0723
fibonacci,37,45.451021999999995,20250712T0723
fibonacci,38,68.43595900000003,20250712T0723
fibonacci,39,118.90143699999999,20250712T0723
fibonacci,40,180.95671500000003,20250712T0723
fibonacci,41,306.5886969999999,20250712T0723
fibonacci,42,477.892292,20250712T0723
fibonacci,43,792.9724650000003,20250712T0723
fibonacci,44,1253.6398280000003,20250712T0723
fibonacci,45,2036.3278810000002,20250712T0723
fibonacci,46,3306.7354050000004,20250712T0723
fibonacci,47,5250.273626999999,20250712T0723
fibonacci,48,8693.881056000002,20250712T0723
fibonacci,49,13626.000847,20250712T0723
fibonacci,0,0.015247000000002231,20250712T0724
fibonacci,1,0.0009160000000036916,20250712T0724
fibonacci,2,0.0006790000000052032,20250712T0724
fibonacci,3,0.0006299999999868078,20250712T0724
fibonacci,4,0.0015429999999980737,20250712T0724
fibonacci,5,0.0007690000000053487,20250712T0724
fibonacci,6,0.0006680000000045538,20250712T0724
fibonacci,7,0.0007039999999989277,20250712T0724
fibonacci,8,0.0007400000000075124,20250712T0724
fibonacci,9,0.0008109999999987849,20250712T0724
fibonacci,10,0.0008930000000049176,20250712T0724
fibonacci,11,0.0010300000000000864,20250712T0724
fibonacci,12,0.0011820000000000164,20250712T0724
fibonacci,13,0.0015340000000065857,20250712T0724
fibonacci,14,0.001831000000009908,20250712T0724
fibonacci,15,0.0022980000000103473,20250712T0724
fibonacci,16,0.0032439999999951397,20250712T0724
