Algorithm,Input,Time,Date
fibonacci,0,0.06531200000000048,20250711T0508
fibonacci,1,0.001654999999999518,20250711T0508
fibonacci,2,0.0009499999999995623,20250711T0508
fibonacci,3,0.0008989999999986509,20250711T0508
fibonacci,4,0.010904999999999276,20250711T0508
fibonacci,5,0.001530999999999949,20250711T0508
fibonacci,6,0.0011400000000012511,20250711T0508
fibonacci,7,0.0009059999999987411,20250711T0508
fibonacci,8,0.0009670000000010504,20250711T0508
fibonacci,9,0.0010289999999990584,20250711T0508
fibonacci,10,0.0013199999999997658,20250711T0508
fibonacci,11,0.0020699999999997942,20250711T0508
fibonacci,12,0.0020820000000014716,20250711T0508
fibonacci,13,0.002693999999999974,20250711T0508
fibonacci,14,0.004031999999998703,20250711T0508
fibonacci,15,0.0061189999999999856,20250711T0508
fibonacci,16,0.009688000000000585,20250711T0508
fibonacci,17,0.015390000000000015,20250711T0508
fibonacci,18,0.024345999999999535,20250711T0508
fibonacci,19,0.03867800000000088,20250711T0508
fibonacci,20,0.06986200000000053,20250711T0508
fibonacci,21,0.10199299999999845,20250711T0508
fibonacci,22,0.17441499999999976,20250711T0508
fibonacci,23,0.2647650000000006,20250711T0508
fibonacci,24,0.49196699999999893,20250711T0508
fibonacci,25,0.35026199999999896,20250711T0508
fibonacci,26,0.29879000000000033,20250711T0508
fibonacci,27,0.5851360000000003,20250711T0508
fibonacci,28,1.0017209999999999,20250711T0508
fibonacci,29,1.281663,20250711T0508
fibonacci,30,2.075584000000001,20250711T0508
fibonacci,31,3.346331000000001,20250711T0508
fibonacci,32,5.506401,20250711T0508
fibonacci,33,8.656696999999998,20250711T0508
fibonacci,34,14.232380999999997,20250711T0508
fibonacci,35,22.704833000000008,20250711T0508
fibonacci,36,37.164731,20250711T0508
fibonacci,37,59.47090700000001,20250711T0508
fibonacci,38,97.16900999999999,20250711T0508
fibonacci,39,157.253061,20250711T0508
fibonacci,40,253.26037199999996,20250711T0508
fibonacci,41,411.883594,20250711T0508
fibonacci,42,662.4234729999998,20250711T0508
fibonacci,43,1086.103866,20250711T0508
fibonacci,44,1745.481941,20250711T0508
fibonacci,45,2824.3186969999997,20250711T0508
fibonacci,46,4540.0049229999995,20250711T0508
fibonacci,47,7392.631638999999,20250711T0508
fibonacci,48,11898.844149,20250711T0508
fibonacci,49,19316.383412,20250711T0508
fibonacci,0,0.05444100000000063,20250711T0509
fibonacci,1,0.0016580000000008255,20250711T0509
fibonacci,2,0.0009850000000000136,20250711T0509
fibonacci,3,0.0009019999999999584,20250711T0509
fibonacci,4,0.011172000000000182,20250711T0509
fibonacci,5,0.0013779999999989911,20250711T0509
fibonacci,6,0.0008769999999991285,20250711T0509
fibonacci,7,0.0009189999999996701,20250711T0509
fibonacci,8,0.0009489999999985343,20250711T0509
fibonacci,9,0.0010799999999999699,20250711T0509
fibonacci,10,0.0012790000000002522,20250711T0509
fibonacci,11,0.002219000000000193,20250711T0509
fibonacci,12,0.0019770000000001176,20250711T0509
fibonacci,13,0.002739000000000047,20250711T0509
fibonacci,14,0.003973000000000226,20250711T0509
fibonacci,15,0.006097000000000463,20250711T0509
fibonacci,16,0.009590999999998573,20250711T0509
fibonacci,17,0.0151640000000004,20250711T0509
fibonacci,18,0.02409499999999909,20250711T0509
fibonacci,19,0.038596000000000075,20250711T0509
fibonacci,20,0.06877500000000047,20250711T0509
fibonacci,21,0.10012200000000071,20250711T0509
fibonacci,22,0.17348300000000094,20250711T0509
fibonacci,23,0.26728600000000036,20250711T0509
fibonacci,24,0.427778,20250711T0509
fibonacci,25,0.2286830000000002,20250711T0509
fibonacci,26,0.3006159999999998,20250711T0509
fibonacci,27,0.5107370000000007,20250711T0509
fibonacci,28,0.7951829999999998,20250711T0509
fibonacci,29,1.2746929999999992,20250711T0509
fibonacci,30,2.094387000000001,20250711T0509
fibonacci,31,3.373134000000002,20250711T0509
fibonacci,32,5.944773999999999,20250711T0509
fibonacci,33,9.279180999999998,20250711T0509
fibonacci,34,14.420522999999996,20250711T0509
fibonacci,35,23.025557000000006,20250711T0509
fibonacci,36,38.481779,20250711T0509
fibonacci,37,60.352787000000006,20250711T0509
fibonacci,38,98.36455999999998,20250711T0509
fibonacci,39,157.61618199999998,20250711T0509
fibonacci,40,256.991331,20250711T0509
fibonacci,41,411.6257569999999,20250711T0509
fibonacci,42,663.2627559999999,20250711T0509
fibonacci,43,1083.1294349999998,20250711T0509
fibonacci,44,1739.7477809999996,20250711T0509
fibonacci,45,2826.6680430000006,20250711T0509
fibonacci,46,4538.724987,20250711T0509
fibonacci,47,7388.418203000001,20250711T0509
fibonacci,48,12957.747743,20250711T0509
fibonacci,49,21454.403996,20250711T0509
fibonacci,0,0.05648099999999978,20250711T0510
fibonacci,1,0.0016000000000016001,20250711T0510
fibonacci,2,0.0009940000000003835,20250711T0510
fibonacci,3,0.0009879999999995448,20250711T0510
fibonacci,4,0.01117800000000102,20250711T0510
fibonacci,5,0.0012949999999989359,20250711T0510
fibonacci,6,0.0008529999999993265,20250711T0510
fibonacci,7,0.0009059999999987411,20250711T0510
fibonacci,8,0.0009490000000003107,20250711T0510
fibonacci,9,0.001110999999999862,20250711T0510
fibonacci,10,0.0013459999999998473,20250711T0510
fibonacci,11,0.0021620000000002193,20250711T0510
fibonacci,12,0.00215099999999957,20250711T0510
fibonacci,13,0.0027889999999999304,20250711T0510
fibonacci,14,0.004058000000000561,20250711T0510
fibonacci,15,0.006256000000000483,20250711T0510
fibonacci,16,0.009801000000001281,20250711T0510
fibonacci,17,0.01548400000000072,20250711T0510
fibonacci,18,0.024741000000000568,20250711T0510
fibonacci,19,0.045978999999999104,20250711T0510
fibonacci,20,0.0639510000000012,20250711T0510
fibonacci,21,0.11793399999999998,20250711T0510
